Car Names,Mileages,Ratings,Reviews,used/certified,Price
2020 Mercedes-Benz CLA 250 Base 4MATIC,"20,859 mi.",4.7,(474 reviews),Used,"$44,658.00"
2021 Volvo XC60 T5 Inscription,"13,452 mi.",4.8,"(1,783 reviews)",Used,"$51,900.00"
2017 Ford F-250 Lariat,"13,283 mi.",4.5,(120 reviews),Used,"$60,990.00"
2016 BMW X3 xDrive28i,"50,891 mi.",4.6,"(1,112 reviews)",Used,"$27,287.00"
2013 BMW M6 Base,"45,985 mi.",4.6,"(1,055 reviews)",Used,"$36,891.00"
2020 Mercedes-Benz GLA 250 Base,"57,898 mi.",4.7,(321 reviews),Mercedes-Benz Certified,"$33,995.00"
2020 Ford Mustang EcoBoost Premium,"14,510 mi.",4.3,"(1,341 reviews)",Used,"$33,014.00"
2019 Jaguar F-PACE 30t Prestige,"38,274 mi.",4.8,(851 reviews),Used,"$40,880.00"
2017 Toyota Camry SE,"32,391 mi.",4.0,(118 reviews),Used,"$23,025.00"
2021 Mazda CX-9 Carbon Edition,"62,670 mi.",4.7,(739 reviews),Used,"$41,990.00"
2008 Mercedes-Benz GL-Class GL 450 4MATIC,"11,309 mi.",4.5,"(1,353 reviews)",Used,"$9,500.00"
2019 Ford Fiesta S,"128,000 mi.",2.8,(13 reviews),Used,"$17,330.00"
2016 Mercedes-Benz AMG GT AMG GT S,"12,985 mi.",3.2,(101 reviews),Used,"$99,999.00"
2018 Chevrolet Suburban LT,"16,217 mi.",4.6,"(1,179 reviews)",Used,"$46,998.00"
2018 Chevrolet Cruze LT,"37,386 mi.",4.7,"(1,661 reviews)",Used,"$13,995.00"
2019 Toyota Highlander XLE,"46,635 mi.",4.3,(532 reviews),Used,"$38,998.00"
2019 INFINITI QX50 ESSENTIAL,"28,695 mi.",4.4,(312 reviews),INFINITI Certified,"$35,000.00"
2014 Ford Taurus SHO,"34,254 mi.",4.3,(281 reviews),Used,"$19,799.00"
2021 Acura RDX A-Spec,"95,668 mi.",4.8,(851 reviews),Acura Certified,"$44,497.00"
2020 Land Rover Range Rover Velar S R-Dynamic,"16,250 mi.",4.8,"(1,558 reviews)",Used,"$63,885.00"
2019 BMW 330 i xDrive,"23,964 mi.",4.7,(833 reviews),Used,"$35,950.00"
2018 Jeep Grand Cherokee Limited,"34,994 mi.",4.7,(434 reviews),Used,"$32,884.00"
2018 BMW X3 M40i,"41,990 mi.",4.4,"(1,721 reviews)",BMW Certified,"$42,843.00"
2020 Acura TLX V6 w/Technology Package,"54,587 mi.",4.8,(710 reviews),Acura Certified,"$39,500.00"
2019 Dodge Charger R/T,"18,980 mi.",4.6,(258 reviews),Used,"$35,942.00"
2018 Ford Explorer XLT,"45,484 mi.",4.7,(644 reviews),Used,"$29,990.00"
2020 Lexus GX 460 Base,"61,515 mi.",4.5,"(6,142 reviews)",Used,"$59,844.00"
2019 Lexus RX 350 F Sport,"18,315 mi.",3.9,(35 reviews),Used,"$47,495.00"
2018 Lexus ES 350 Base,Mileage,4.5,(218 reviews),Used,"$35,342.00"
2020 Ford Edge ST,"22,409 mi.",4.6,(472 reviews),Used,"$40,388.00"
2021 Mazda CX-5 Grand Touring,"19,895 mi.",4.9,"(9,504 reviews)",Used,"$33,292.00"
2018 Toyota RAV4 LE,"13,145 mi.",4.8,"(1,147 reviews)",Used,"$25,497.00"
2021 RAM 1500 Laramie,"47,684 mi.",4.5,(656 reviews),Used,"$52,998.00"
2016 Toyota 4Runner Trail Premium,"19,312 mi.",4.5,(220 reviews),Used,"$36,995.00"
2020 Land Rover Range Rover Velar S R-Dynamic,"50,116 mi.",4.8,(368 reviews),Used,"$65,921.00"
2020 Toyota Sienna SE,"17,493 mi.",4.6,(159 reviews),Used,"$47,587.00"
2019 Honda CR-V EX-L,"11,763 mi.",4.8,"(3,314 reviews)",Honda Certified,"$32,791.00"
2018 Ford F-150 XLT,"15,732 mi.",4.4,(159 reviews),Used,"$38,855.00"
2019 Lincoln MKZ Standard,"44,158 mi.",4.6,"(1,629 reviews)",Used,"$31,925.00"
2015 Subaru Outback 2.5i Limited,"17,985 mi.",4.1,(626 reviews),Used,"$19,877.00"
2020 BMW X3 sDrive30i,"98,188 mi.",4.7,"(2,683 reviews)",Used,"$41,050.00"
2020 Lexus RX 350 Base,"16,868 mi.",4.5,(477 reviews),Used,"$49,998.00"
2019 Volvo XC90 T6 Momentum,"19,516 mi.",2.8,(32 reviews),Used,"$41,998.00"
2021 Ford Expedition Max Limited,"57,789 mi.",3.6,(8 reviews),Used,"$65,685.00"
2018 Chevrolet Cruze LS,"28,627 mi.",4.8,(721 reviews),Used,"$13,995.00"
2021 Kia Telluride EX,"44,234 mi.",4.8,(523 reviews),Used,"$47,500.00"
2021 Honda Accord Touring 2.0T,"36,500 mi.",4.5,"(1,033 reviews)",Used,"$39,700.00"
2021 Toyota Highlander XSE,"10,565 mi.",2.0,(13 reviews),Used,"$49,900.00"
2021 BMW X5 xDrive40i,"30,435 mi.",4.7,(814 reviews),Used,"$63,750.00"
2019 BMW M850 i xDrive,"16,425 mi.",4.6,"(2,673 reviews)",Used,"$77,597.00"
2020 BMW X5 xDrive40i,"38,181 mi.",5.0,(72 reviews),Used,"$55,994.00"
2019 Mercedes-Benz GLC 300 Base,"18,130 mi.",4.5,(189 reviews),Used,"$29,898.00"
2019 Honda CR-V EX-L,"54,363 mi.",4.8,(869 reviews),Used,"$35,081.00"
2019 Porsche Cayenne Base,"20,191 mi.",4.7,"(1,993 reviews)",Used,"$69,990.00"
2020 Volkswagen Tiguan 2.0T SE,"13,291 mi.",4.8,(552 reviews),Volkswagen Certified,"$28,311.00"
2017 Audi A4 2.0T Premium Plus,"61,539 mi.",4.8,"(5,142 reviews)",Used,"$28,989.00"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,"46,525 mi.",4.7,"(2,727 reviews)",Used,"$42,990.00"
2021 Toyota Tacoma TRD Pro,"16,699 mi.",4.6,(203 reviews),Used,"$47,990.00"
2020 Acura TLX FWD,"13,359 mi.",4.6,"(1,609 reviews)",Acura Certified,"$30,998.00"
2021 Audi Q5 45 Premium,"24,810 mi.",4.6,"(1,025 reviews)",Used,"$48,000.00"
2019 Alfa Romeo Stelvio Base,"18,207 mi.",4.2,(630 reviews),Alfa Romeo Certified,"$31,495.00"
2017 Toyota 4Runner Limited,"21,240 mi.",3.6,(20 reviews),Used,"$38,724.00"
2018 Honda Accord LX,"49,157 mi.",4.9,"(1,831 reviews)",Honda Certified,"$25,995.00"
2018 Ford EcoSport SE,"23,686 mi.",4.8,(718 reviews),Used,"$22,066.00"
2019 Land Rover Discovery HSE LUXURY,"38,393 mi.",4.3,(228 reviews),Used,"$56,950.00"
2019 BMW 540 i xDrive,"45,089 mi.",4.5,(174 reviews),Used,"$41,378.00"
2019 Lexus GX 460 Base,"58,588 mi.",4.8,(450 reviews),Used,"$46,988.00"
2020 Land Rover Defender 110 HSE,"19,540 mi.",4.5,(612 reviews),Used,"$75,900.00"
2021 Ford F-150 Lariat,"17,506 mi.",4.3,(461 reviews),Used,"$60,290.00"
2019 BMW X4 M40i,"18,571 mi.",4.8,"(2,161 reviews)",Used,"$52,002.00"
2019 Dodge Durango GT,"18,732 mi.",4.8,(234 reviews),Used,"$37,590.00"
2021 RAM 1500 Big Horn,"14,515 mi.",4.5,(164 reviews),Used,"$47,954.00"
2017 Honda CR-V EX-L,"13,975 mi.",4.6,"(1,085 reviews)",Honda Certified,"$33,500.00"
2021 Land Rover Discovery Sport S,"42,181 mi.",4.6,(235 reviews),Used,"$41,499.00"
2021 BMW 330 i,"17,020 mi.",4.9,"(2,769 reviews)",Used,"$42,554.00"
2016 Toyota 4Runner Limited,"32,250 mi.",4.6,(580 reviews),Used,"$36,101.00"
2019 Honda CR-V EX-L,"49,368 mi.",4.7,"(1,805 reviews)",Used,"$30,545.00"
2020 Volvo XC40 T5 R-Design,"49,878 mi.",4.6,(541 reviews),Volvo Certified,"$39,750.00"
2020 BMW X3 M40i,"22,480 mi.",4.1,(571 reviews),BMW Certified,"$54,961.00"
2021 Jaguar E-PACE P250 SE,"13,753 mi.",4.7,"(1,680 reviews)",Used,"$47,333.00"
2019 Audi Q5 2.0T Premium Plus,"11,062 mi.",4.8,"(2,028 reviews)",Used,"$39,997.00"
2020 Volvo S90 T6 R-Design,"16,265 mi.",4.8,"(4,560 reviews)",Volvo Certified,"$50,962.00"
2020 Tesla Model Y Long Range,"17,500 mi.",4.6,"(1,112 reviews)",Used,"$70,470.00"
2016 Tesla Model X 70D,"15,478 mi.",4.4,(21 reviews),Used,"$70,959.00"
2019 Honda Civic LX,Mileage,4.5,(590 reviews),Used,"$24,291.00"
2018 Jeep Grand Cherokee Limited,"19,249 mi.",4.6,"(2,337 reviews)",Used,"$35,977.00"
2019 Cadillac Escalade Luxury,"30,505 mi.",4.8,"(1,273 reviews)",Used,"$49,595.00"
2019 Mercedes-Benz E-Class E 300,"18,035 mi.",4.9,"(21,777 reviews)",Used,"$38,999.00"
2015 Porsche Macan Turbo,"48,036 mi.",4.8,"(1,575 reviews)",Used,"$44,991.00"
2021 BMW X3 M40i,"48,983 mi.",4.8,"(1,992 reviews)",BMW Certified,"$59,995.00"
2020 Lincoln Nautilus Reserve,"12,492 mi.",4.9,"(1,899 reviews)",Used,"$48,916.00"
2020 Kia Sportage LX,"16,240 mi.",4.7,(138 reviews),Used,"$26,000.00"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"16,895 mi.",4.7,"(1,114 reviews)",Used,"$68,999.00"
2019 Honda CR-V EX-L,"7,755 mi.",4.9,"(4,914 reviews)",Honda Certified,"$29,685.00"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"21,344 mi.",4.7,"(1,114 reviews)",Mercedes-Benz Certified,"$68,999.00"
2018 Mercedes-Benz GLS 450 Base 4MATIC,"9,646 mi.",4.8,(606 reviews),Used,"$50,906.00"
2019 BMW X5 xDrive40i,"37,827 mi.",4.9,"(3,043 reviews)",Used,"$52,999.00"
2021 BMW 330 i xDrive,"35,662 mi.",4.5,(227 reviews),Used,"$43,758.00"
2021 Subaru Forester Limited,"15,596 mi.",4.9,(0 reviews),Used,"$37,604.00"
2021 Porsche Macan GTS,"26,650 mi.",4.0,(383 reviews),Porsche Certified,"$89,998.00"
2021 Lexus ES 350 Base,"12,357 mi.",4.7,(0 reviews),Used,"$45,998.00"
2019 Jeep Grand Cherokee Limited,"27,524 mi.",4.4,(5 reviews),Used,"$39,998.00"
2019 Lexus RX 350 RX 350,"29,007 mi.",4.3,(808 reviews),Used,"$43,488.00"
2020 Toyota Corolla LE,"17,825 mi.",5.0,(175 reviews),Used,"$18,980.00"
2013 Porsche Panamera S,"48,959 mi.",4.9,"(1,571 reviews)",Used,"$39,995.00"
2021 Tesla Model 3 Long Range,"60,342 mi.",4.6,(6 reviews),Used,"$61,395.00"
2018 Ford Escape SE,"19,979 mi.",4.4,(520 reviews),Used,"$22,730.00"
2021 Audi Q7 55 Premium,"45,845 mi.",4.6,(404 reviews),Used,"$63,895.00"
2018 Nissan Maxima 3.5 SL,"14,949 mi.",4.6,(30 reviews),Used,"$29,884.00"
2022 BMW X3 sDrive30i,"22,666 mi.",4.9,(288 reviews),Used,"$45,990.00"
2020 Kia Telluride EX,"21,874 mi.",4.7,(174 reviews),Used,"$44,108.00"
2018 Land Rover Range Rover Velar P250 SE R-Dynamic,"35,244 mi.",2.5,"(3,948 reviews)",Used,"$54,995.00"
2020 Nissan Rogue S,"49,589 mi.",4.0,(676 reviews),Used,"$25,495.00"
2020 Lincoln Corsair Standard,"10,323 mi.",4.8,(118 reviews),Used,"$10,795.00"
2014 Mercedes-Benz E-Class E 350 4MATIC,"14,514 mi.",4.7,(156 reviews),Used,"$17,990.00"
2020 Ford Escape SEL,"66,914 mi.",4.6,(647 reviews),Used,"$28,961.00"
2018 Cadillac XT5 Luxury,"17,137 mi.",4.3,(46 reviews),Cadillac Certified,"$35,494.00"
2019 Volvo XC60 T6 Momentum,"34,693 mi.",4.7,"(2,052 reviews)",Used,"$41,985.00"
2015 Lexus NX 200t Base,"14,099 mi.",4.5,(122 reviews),Used,"$25,999.00"
2021 BMW X5 xDrive40i,"87,587 mi.",4.7,(848 reviews),Used,"$66,988.00"
2022 Tesla Model Y Performance,"14,672 mi.",4.5,(386 reviews),Used,"$75,387.00"
2011 MINI Cooper Countryman Base,"19,443 mi.",4.7,(0 reviews),Used,"$9,373.00"
2021 Ford F-150 Lariat,"140,337 mi.",4.3,(209 reviews),Used,"$64,990.00"
2021 GMC Yukon Denali,"15,349 mi.",4.1,"(2,181 reviews)",Used,"$83,495.00"
2019 Audi Q8 3.0T Premium Plus,"19,336 mi.",4.6,"(4,376 reviews)",Used,"$72,560.00"
2020 Lexus RX 350 F Sport,"17,759 mi.",4.1,(145 reviews),Used,"$51,995.00"
2020 BMW 750 i xDrive,"10,081 mi.",4.3,(610 reviews),BMW Certified,"$76,900.00"
2018 BMW X2 sDrive28i,"19,725 mi.",4.7,(530 reviews),Used,"$27,198.00"
2020 Nissan Pathfinder SL,"33,624 mi.",4.7,(210 reviews),Used,"$29,000.00"
2018 Audi Q7 2.0T Premium Plus,"47,144 mi.",4.7,(6 reviews),Used,"$42,991.00"
2021 Toyota Camry XSE,"13,981 mi.",4.6,(506 reviews),Used,"$36,600.00"
2021 Toyota Camry XSE,"32,489 mi.",4.6,(506 reviews),Used,"$36,900.00"
2019 Honda CR-V EX-L,"32,031 mi.",4.6,"(2,258 reviews)",Used,"$29,995.00"
2015 BMW X3 xDrive28i,Mileage,3.7,(54 reviews),Used,"$13,899.00"
2016 Ford Explorer Sport,"71,663 mi.",4.0,(5 reviews),Used,"$25,692.00"
2020 Acura TLX A-Spec,"96,964 mi.",4.2,(197 reviews),Used,"$28,200.00"
2018 Porsche Macan,"39,003 mi.",4.2,"(9,082 reviews)",Used,"$43,990.00"
2009 Mitsubishi Outlander XLS,"30,233 mi.",4.7,"(1,080 reviews)",Used,"$4,919.00"
2016 Cadillac SRX Performance Collection,"158,282 mi.",4.3,(273 reviews),Used,"$28,293.00"
2021 BMW X7 xDrive40i,"13,080 mi.",4.9,"(1,831 reviews)",Used,"$81,950.00"
2016 Honda Accord Touring,"14,925 mi.",5.0,(3 reviews),Used,"$28,998.00"
2019 Honda CR-V EX-L,"27,243 mi.",4.6,"(1,024 reviews)",Used,"$33,000.00"
2020 Nissan Pathfinder SV,"23,570 mi.",4.9,"(3,615 reviews)",Used,"$29,999.00"
2020 BMW X3 xDrive30i,"12,948 mi.",4.3,(70 reviews),Used,"$41,543.00"
2014 INFINITI QX80 Base,"50,349 mi.",4.2,(226 reviews),Used,"$26,150.00"
2020 Mercedes-Benz E-Class E 350,"95,308 mi.",4.7,(926 reviews),Used,"$44,999.00"
2020 Chrysler Pacifica Limited,"30,624 mi.",4.4,(196 reviews),Used,"$33,999.00"
2016 Toyota 4Runner Limited,"49,762 mi.",4.9,"(2,984 reviews)",Used,"$38,900.00"
2018 BMW X1 xDrive28i,"99,510 mi.",4.4,(734 reviews),Used,"$31,490.00"
2015 Dodge Durango R/T,"19,137 mi.",4.7,(136 reviews),Used,"$29,250.00"
2019 BMW M850 i xDrive,"86,304 mi.",4.3,"(1,341 reviews)",Used,"$77,480.00"
2019 Subaru Outback 2.5i Limited,"34,021 mi.",4.8,(768 reviews),Used,"$32,703.00"
2021 GMC Sierra 1500 Denali,"19,552 mi.",4.4,(189 reviews),Used,"$64,999.00"
2020 Nissan Rogue SL,"11,755 mi.",4.7,"(8,421 reviews)",Nissan Certified,"$32,971.00"
2018 GMC Yukon Denali,"39,569 mi.",4.6,"(1,599 reviews)",Used,"$43,500.00"
2004 Volvo XC90,"83,507 mi.",3.8,(96 reviews),Used,"$3,595.00"
2019 Honda CR-V EX-L,"151,715 mi.",4.7,(768 reviews),Honda Certified,"$34,804.00"
2019 BMW X3 xDrive30i,"19,505 mi.",4.8,(3 reviews),Used,"$42,998.00"
2021 Tesla Model Y Long Range,"16,081 mi.",4.7,(506 reviews),Used,"$70,994.00"
2020 Tesla Model 3 Performance,"33,795 mi.",4.6,(135 reviews),Used,"$59,700.00"
2011 Lexus LS 460 Base,"46,021 mi.",3.7,(42 reviews),Used,"$17,899.00"
2017 BMW X5 xDrive35i,"130,602 mi.",4.8,"(1,614 reviews)",Used,"$38,480.00"
2017 Mercedes-Benz E-Class E 300 4MATIC,"44,624 mi.",4.6,(502 reviews),Used,"$38,606.00"
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"14,641 mi.",3.3,(33 reviews),Used,"$72,000.00"
2018 BMW X5 xDrive35i,"10,283 mi.",4.6,(267 reviews),Used,"$40,000.00"
2020 BMW X3 M40i,"49,428 mi.",4.7,"(1,805 reviews)",Used,"$51,998.00"
2021 Toyota Corolla LE,"33,776 mi.",4.6,(630 reviews),Toyota Certified,"$24,575.00"
2020 Rolls-Royce Cullinan,"20,451 mi.",4.7,(148 reviews),Used,"$399,995.00"
2019 BMW 330 i,"17,020 mi.",4.7,"(1,201 reviews)",Used,"$36,995.00"
2013 Kia Soul +,"17,475 mi.",4.2,(76 reviews),Used,"$9,999.00"
2019 Nissan Altima 2.5 SR,"47,786 mi.",4.3,(187 reviews),Used,"$27,992.00"
2010 Ford Mustang GT,"25,299 mi.",3.4,(50 reviews),Used,"$13,999.00"
2019 Jeep Grand Cherokee Limited,"74,097 mi.",4.5,(165 reviews),Used,"$34,987.00"
2019 Mercedes-Benz GLC 300 4MATIC,"30,947 mi.",4.6,"(1,112 reviews)",Used,"$37,787.00"
2019 Audi SQ5 3.0T Premium,"14,586 mi.",4.8,"(2,081 reviews)",Used,"$46,991.00"
2021 Mercedes-Benz GLS 450 4MATIC,"16,195 mi.",5.0,(4 reviews),Used,"$79,981.00"
2020 Mercedes-Benz AMG E 63 S 4MATIC,"37,432 mi.",4.5,(615 reviews),Used,"$98,999.00"
2019 BMW 330 i,"17,457 mi.",4.5,"(2,610 reviews)",Used,"$33,000.00"
2021 Tesla Model Y Long Range,Mileage,3.5,(143 reviews),Used,"$68,950.00"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"13,810 mi.",4.8,"(1,880 reviews)",Mercedes-Benz Certified,"$61,785.00"
2019 Jeep Grand Cherokee SRT,"16,497 mi.",4.1,"(1,854 reviews)",Used,"$61,887.00"
2021 Toyota Prius L,"38,391 mi.",5.0,(2 reviews),Used,"$25,998.00"
2020 Honda Pilot EX-L,"40,830 mi.",4.7,"(2,343 reviews)",Used,"$37,699.00"
2012 Bentley Continental Flying Spur Speed,"18,682 mi.",4.3,(422 reviews),Used,"$59,995.00"
2020 Mazda CX-9 Signature,"37,256 mi.",3.9,(110 reviews),Used,"$41,408.00"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"54,296 mi.",4.6,"(2,541 reviews)",Used,"$53,680.00"
2021 Tesla Model Y Long Range,"16,378 mi.",4.7,(118 reviews),Used,"$69,707.00"
2017 Subaru Forester 2.5i Premium,"27,599 mi.",3.9,(95 reviews),Used,"$13,990.00"
2021 BMW X3 xDrive30i,"69,278 mi.",1.8,(12 reviews),Used,"$49,998.00"
2019 Land Rover Range Rover Sport HSE MHEV,"15,709 mi.",3.0,(42 reviews),Used,"$64,750.00"
2021 Acura TLX Technology,"23,207 mi.",4.3,(130 reviews),Acura Certified,"$42,252.00"
2020 Toyota Camry SE,"17,001 mi.",4.7,"(2,892 reviews)",Used,"$26,223.00"
2020 Ford Edge SE,"52,244 mi.",4.7,"(3,479 reviews)",Used,"$29,500.00"
2018 Honda Accord LX,"22,601 mi.",4.8,(154 reviews),Used,"$22,499.00"
2022 Mercedes-Benz GLE 450 AWD 4MATIC,"12,989 mi.",4.7,"(1,114 reviews)",Mercedes-Benz Certified,"$92,999.00"
2019 Volvo XC60 T5 Momentum,"2,278 mi.",4.5,(324 reviews),Used,"$38,253.00"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"38,634 mi.",4.6,"(1,129 reviews)",Used,"$54,992.00"
2021 GMC Sierra 1500 Denali,"24,440 mi.",4.5,(392 reviews),Used,"$61,495.00"
2015 Mercedes-Benz M-Class ML 350 4MATIC,"16,763 mi.",4.4,"(1,577 reviews)",Used,"$22,998.00"
2021 Ford F-150 Lariat,"84,230 mi.",4.7,"(1,607 reviews)",Ford Certified,"$64,999.00"
2019 BMW 330 i,"18,926 mi.",4.3,"(1,341 reviews)",Used,"$34,480.00"
2013 Lexus ES 350 Base,"42,871 mi.",4.5,(35 reviews),Used,"$23,987.00"
2019 Mercedes-Benz S-Class S 450 4MATIC,"49,499 mi.",2.9,(42 reviews),Used,"$58,622.00"
2019 BMW 330 i xDrive,"15,045 mi.",4.9,"(3,229 reviews)",BMW Certified,"$39,577.00"
2020 Lincoln Corsair Standard,"32,160 mi.",4.8,"(1,491 reviews)",Used,"$37,995.00"
2018 Honda Accord LX,"19,623 mi.",4.7,"(1,311 reviews)",Honda Certified,"$23,996.00"
2020 Ford Transit-250 Base,"26,111 mi.",4.7,"(1,365 reviews)",Ford Certified,"$59,567.00"
2018 BMW X5 M Base,"36,957 mi.",3.4,(484 reviews),Used,"$62,295.00"
2019 Buick Encore Essence,"42,939 mi.",4.8,(511 reviews),Used,"$24,210.00"
2020 RAM 1500 Laramie,"13,379 mi.",4.2,(400 reviews),Used,"$43,914.00"
2019 Volvo XC60 T5 Inscription,"47,911 mi.",4.5,(324 reviews),Used,"$41,267.00"
2021 Kia Seltos S,"17,105 mi.",4.6,(460 reviews),Used,"$32,501.00"
2021 Honda Pilot Special Edition,"13,125 mi.",4.5,"(1,428 reviews)",Used,"$39,988.00"
2019 Lincoln Nautilus Reserve,"16,676 mi.",4.8,(665 reviews),Used,"$42,999.00"
2020 Jaguar I-PACE EV400 SE,"13,330 mi.",4.2,(176 reviews),Used,"$69,500.00"
2019 Honda Odyssey EX-L,"13,573 mi.",4.9,(304 reviews),Used,"$37,279.00"
2019 BMW 430 Gran Coupe i xDrive,"47,427 mi.",4.5,(364 reviews),Used,"$29,999.00"
2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,"54,650 mi.",4.8,"(1,783 reviews)",Used,"$38,900.00"
2019 Mazda CX-9 Touring,"12,739 mi.",4.6,(566 reviews),Used,"$33,785.00"
2018 Mercedes-Benz GLE 350 Base 4MATIC,"24,701 mi.",4.5,(401 reviews),Used,"$37,744.00"
2021 Ford Edge ST,"49,312 mi.",4.8,(432 reviews),Used,"$44,995.00"
2013 Mercedes-Benz S-Class S 550 4MATIC,"12,945 mi.",4.7,"(1,354 reviews)",Used,"$24,057.00"
2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,"82,897 mi.",4.8,"(1,337 reviews)",Used,"$74,777.00"
2020 Lamborghini Urus Base,"23,709 mi.",4.6,(74 reviews),Used,"$284,000.00"
2019 Honda CR-V EX-L,"6,613 mi.",4.8,"(1,125 reviews)",Honda Certified,"$32,400.00"
2015 Porsche Macan Turbo,"36,328 mi.",2.0,(13 reviews),Used,"$40,998.00"
2018 Cadillac XT5 Luxury,"85,750 mi.",4.1,(58 reviews),Cadillac Certified,"$31,711.00"
2017 Mercedes-Benz AMG C 43 Base,"31,369 mi.",4.8,(585 reviews),Used,"$52,800.00"
2019 Mercedes-Benz GLC 300 Base 4MATIC,"14,164 mi.",4.8,"(3,813 reviews)",Mercedes-Benz Certified,"$39,926.00"
2019 Chevrolet Equinox Premier w/1LZ,"19,782 mi.",4.7,"(1,685 reviews)",Used,"$29,500.00"
2021 Toyota 4Runner Limited,Mileage,4.5,"(2,610 reviews)",Used,"$48,000.00"
2013 BMW X5 xDrive35i,"37,896 mi.",4.6,(612 reviews),Used,"$18,000.00"
2020 BMW X3 xDrive30i,"84,992 mi.",4.1,(51 reviews),Used,"$35,117.00"
2019 Land Rover Range Rover Velar P250 S,"60,922 mi.",4.3,(160 reviews),Used,"$52,999.00"
2020 Honda Accord Sport 1.5T,"35,293 mi.",4.6,"(4,515 reviews)",Used,"$29,294.00"
2018 BMW M5 Base,"19,322 mi.",4.9,"(2,994 reviews)",Used,"$81,511.00"
2017 RAM 1500 Laramie,"40,453 mi.",5.0,(3 reviews),Used,"$41,998.00"
2021 BMW M3 Competition,"37,392 mi.",4.8,"(1,978 reviews)",Used,"$89,816.00"
2020 Cadillac XT5 Premium Luxury,"11,359 mi.",4.6,(685 reviews),Used,"$35,793.00"
2021 Tesla Model Y Long Range,"49,489 mi.",4.9,"(1,831 reviews)",Used,"$71,650.00"
2018 BMW X3 M40i,"13,545 mi.",4.8,(15 reviews),Used,"$42,900.00"
2015 Audi Q7 3.0T S line Prestige,"30,135 mi.",4.4,(556 reviews),Used,"$25,500.00"
2018 Audi Q5 2.0T Tech Premium,"88,817 mi.",4.6,(555 reviews),Used,"$34,999.00"
2020 Jeep Grand Cherokee Limited,"37,994 mi.",4.6,"(1,274 reviews)",Used,"$39,540.00"
2019 BMW X3 xDrive30i,"21,781 mi.",4.5,(61 reviews),BMW Certified,"$41,900.00"
2020 Nissan Rogue S,"14,805 mi.",4.8,"(1,502 reviews)",Used,"$23,972.00"
2021 Tesla Model Y Long Range,"19,086 mi.",4.6,(174 reviews),Used,"$68,712.00"
2017 Toyota RAV4 Hybrid Limited,"10,667 mi.",4.7,(603 reviews),Used,"$28,899.00"
2020 Honda Pilot EX-L,"66,067 mi.",4.7,"(1,916 reviews)",Used,"$37,987.00"
2020 Honda Pilot EX-L,"17,724 mi.",4.8,"(1,147 reviews)",Used,"$38,996.00"
2020 Mercedes-Benz GLA 250 Base 4MATIC,"18,490 mi.",4.8,"(2,800 reviews)",Used,"$35,997.00"
2018 Chevrolet Tahoe Premier,"10,968 mi.",4.8,"(1,273 reviews)",Used,"$38,595.00"
2019 Honda CR-V EX-L,"75,522 mi.",4.7,(655 reviews),Honda Certified,"$30,991.00"
2019 BMW 330 i xDrive,"17,679 mi.",4.5,(612 reviews),Used,"$53,650.00"
2021 Chevrolet Tahoe Z71,"12,042 mi.",4.5,(665 reviews),Used,"$74,492.00"
2018 Ford Explorer Platinum,"17,458 mi.",4.4,"(1,076 reviews)",Used,"$38,000.00"
2013 BMW 528 i xDrive,"45,487 mi.",4.3,(422 reviews),Used,"$14,995.00"
2021 Toyota 4Runner Nightshade,"69,468 mi.",4.8,(757 reviews),Used,"$57,998.00"
2021 Tesla Model Y Performance,"16,130 mi.",4.8,"(1,101 reviews)",Used,"$73,605.00"
2020 Lexus ES 350 Base,"14,480 mi.",4.8,"(1,273 reviews)",Used,"$39,595.00"
2019 Ford Transit-350 XLT,"11,544 mi.",4.4,(453 reviews),Used,"$65,988.00"
2018 Mercedes-Benz GLC 300 Base 4MATIC,"42,032 mi.",4.7,(196 reviews),Used,"$31,992.00"
2019 Lincoln Navigator L Black Label,"49,778 mi.",5.0,(3 reviews),Used,"$78,391.00"
2021 Chevrolet Suburban LT,"28,205 mi.",2.3,(0 reviews),Used,"$66,656.00"
2019 BMW X3 xDrive30i,Mileage,3.3,(16 reviews),Used,"$41,998.00"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"15,556 mi.",4.7,"(1,939 reviews)",Mercedes-Benz Certified,"$64,220.00"
2019 BMW 740 i,"2,809 mi.",4.3,"(1,341 reviews)",Used,"$46,880.00"
2020 Mazda MX-5 Miata RF Grand Touring,"35,197 mi.",4.2,"(9,078 reviews)",Used,"$35,990.00"
2018 Chevrolet Tahoe LT,"10,522 mi.",4.8,(277 reviews),Used,"$44,450.00"
2006 Toyota Sequoia Limited,"54,145 mi.",4.4,(2 reviews),Used,"$3,995.00"
2011 Toyota Prius IV,"258,216 mi.",4.8,"(1,056 reviews)",Used,"$10,500.00"
2019 Honda CR-V EX-L,"166,746 mi.",3.6,(56 reviews),Used,"$33,908.00"
